Suffix,Place Name,State,Lat,Long
land,Promised Land,ME,44.0678498,-70.4386683
dolph,Randolph,ME,44.2303476,-69.7667108
ville,Rayville,ME,44.1031265,-70.5536706
ville,Razorville,ME,44.2764632,-69.3969879
field,Readfield,ME,44.3878453,-69.9667188
beach,Red Beach,ME,45.1203538,-67.1466529
ing,Redding,ME,44.4111776,-70.5106182
rners,Remick Corners,ME,43.1020326,-70.7431088
ville,Richville,ME,43.7853547,-70.5656113
ville,Ridlonville,ME,44.5553413,-70.5395099
side,Riverside,ME,44.3981235,-69.7097673
land,Rockland,ME,44.1036915,-69.1089294
ville,Rockville,ME,44.1548018,-69.1164288
wood,Rockwood,ME,45.6778213,-69.7408914
ome,Rome,ME,44.585064,-69.8692195
luffs,Roque Bluffs,ME,44.6128562,-67.4797131
ford,Rumford,ME,44.5536746,-70.550899
tjohn,Saint John,ME,47.2083703,-68.8072676
salem,Salem,ME,44.9006121,-70.278122
beach,Sandy Beach,ME,44.9214576,-68.8064251
brook,Sandy Brook,ME,43.547305,-70.4881077
creek,Sandy Creek,ME,44.0217375,-70.7078394
ford,Sanford,ME,43.439249,-70.7742246
ville,Sangerville,ME,45.1647763,-69.356436
ville,Sargentville,ME,44.3014676,-68.6725262
ough,Scarborough,ME,43.5781391,-70.3217154
land,Scotland,ME,43.1620318,-70.7064425
land,Scotland,ME,43.7906339,-70.3556071
land,Seavey Island,ME,43.080922,-70.7344972
lake,Sebago Lake,ME,43.760911,-70.5256099
tates,Sebasco Estates,ME,43.7667505,-69.8594907
ebec,Sebec,ME,45.2714408,-69.1167087
rners,Sebec Corners,ME,45.2297755,-69.1017079
lake,Sebec Lake,ME,45.2997728,-69.3383812
harp,Sharp,ME,46.2867156,-67.8422428
hill,Shepherds Hill,ME,43.0984216,-70.738942
hiloh,Shiloh,ME,43.9761893,-70.0464412
rners,Simonton Corners,ME,44.1959122,-69.1033721
lair,Sinclair,ME,47.1667074,-68.2694827
city,Slab City,ME,44.3039663,-69.0555915
beach,Small Point Beach,ME,43.7209182,-69.8367123
ing,Smith Crossing,ME,44.5395083,-70.5233983
field,Smithfield,ME,44.6303412,-69.8294968
ville,Smithville,ME,44.5370223,-67.9572256
ville,Somerville,ME,44.3092388,-69.4889319
hill,South Blue Hill,ME,44.3539673,-68.5486337
ville,South Brooksville,ME,44.3417445,-68.7391949
ham,South Durham,ME,43.9420228,-70.0742184
ham,South Effingham,ME,43.7020216,-70.9817321
ham,South Gorham,ME,43.6411923,-70.4200513
sboro,South Gouldsboro,ME,44.4298014,-68.1075084
hope,South Hope,ME,44.2145226,-69.1917086
ncoln,South Lincoln,ME,45.3344998,-68.5816931
ville,South Montville,ME,44.3745186,-69.2669873
land,South Orland,ME,44.5067418,-68.7589189
field,South Parsonsfield,ME,43.6959108,-70.8997856
land,South Poland,ME,44.0228511,-70.3647779
land,South Portland,ME,43.6414716,-70.2408811
ford,South Rumford,ME,44.5258975,-70.5342317
ford,South Sanford,ME,43.4111941,-70.7425569
side,South Side,ME,43.1345326,-70.6800528
field,South Springfield,ME,45.3661759,-68.0958466
ford,South Waterford,ME,44.1664583,-70.7167304
ham,South Windham,ME,43.7361901,-70.4236631
hill,Split Hill,ME,44.8270243,-67.0427593
ville,Spragueville,ME,46.6272638,-68.0125282
lake,Spring Lake,ME,45.2300541,-70.2845116
field,Springfield,ME,45.3961751,-68.1355703
ead,Spruce Head,ME,44.0114709,-69.1328207
ville,Stacyville,ME,45.8636619,-68.5053088
ville,Stevensville,ME,46.7961545,-67.8644659
rings,Stockton Springs,ME,44.4895196,-68.8569762
side,Surfside,ME,43.5289732,-70.3625493
ville,Swanville,ME,44.5211855,-68.9978129
ights,Temple Heights,ME,44.3453551,-68.9503107
ights,Thornton Heights,ME,43.6217493,-70.3050488
field,Topsfield,ME,45.4189589,-67.7355596
ham,Topsham,ME,43.9275797,-69.9758839
hill,Tory Hill,ME,43.6053589,-70.5361647
hill,Town Hill,ME,44.3986898,-68.3336281
rners,Town House Corners,ME,43.3811968,-70.4772737
ett,Trevett,ME,43.8848033,-69.6728235
lake,Tunk Lake,ME,44.5489663,-68.1136209
creek,Turbats Creek,ME,43.3545307,-70.4500508
ville,Unionville,ME,44.5789662,-67.9902826
ville,Upper Frenchville,ME,47.28004,-68.4244882
ing,Varney Crossing,ME,43.2936959,-70.7433894
hill,Walnut Hill,ME,43.2373091,-70.5944976
hill,Walnut Hill,ME,43.8245229,-70.2467169
ville,Waterville,ME,44.5520105,-69.6317121
hill,Webb Hill,ME,45.5289478,-68.346689
lake,Crescent Lake,ME,43.9861839,-70.4770014
ville,Welchville,ME,44.1336822,-70.4639469
beach,Wells Beach,ME,43.3025861,-70.5672753
ville,West Brooksville,ME,44.3984101,-68.7578069
land,West Cumberland,ME,43.8156337,-70.3142179
ham,West Durham,ME,43.949244,-70.1472745
field,West Enfield,ME,45.2433889,-68.6497496
town,West Georgetown,ME,43.8070273,-69.7731011
ham,West Gorham,ME,43.6936905,-70.4919975
sboro,West Gouldsboro,ME,44.4695231,-68.0902856
field,West Newfield,ME,43.6439672,-70.9236748
town,West Old Town,ME,44.9847898,-68.7800358
peru,West Peru,ME,44.5211753,-70.467286
land,West Poland,ME,44.035628,-70.438668
ough,West Scarborough,ME,43.5703609,-70.3878279
brook,Westbrook,ME,43.6770252,-70.3711617
field,Westfield,ME,46.5703196,-67.9225256
field,Whitefield,ME,44.1700735,-69.6253223
ing,Whiting,ME,44.7909119,-67.1755412
ville,Whitneyville,ME,44.7220213,-67.5233265
hill,Windham Hill,ME,43.7978553,-70.4256085
land,Woodland,ME,45.1570187,-67.4047167
rners,Wight Corners,ME,44.09146,-70.5361701
beach,York Beach,ME,43.171477,-70.6089411
ights,York Heights,ME,43.1486993,-70.6419968
town,Youngtown,ME,44.2686888,-69.0975376
town,Dennistown,ME,45.6769905,-70.2831242
rners,Todds Corners,ME,43.8300799,-70.1369942
hill,Clay Hill,ME,43.2195313,-70.6425536
rners,Archers Corners,ME,44.8314594,-68.4444688
ing,Arnolds Landing,ME,44.9567242,-69.8695025
ing,Attean Landing,ME,45.5875475,-70.2775676
ing,Batchelders Crossing,ME,44.1897944,-69.9397716
ville,Batesville,ME,46.1256054,-68.3469754
side,Bayside,ME,44.4639663,-68.4236302
ing,Bear Trap Landing,ME,45.2436815,-67.7927802
ett,Bennett,ME,46.1133852,-68.1111349
hill,Billings Hill,ME,44.8361769,-69.1978239
lair,Blair,ME,45.6331017,-70.1753439
camp,Boat Landing Camp,ME,47.2414221,-69.2203201
bank,Bowerbank,ME,45.2728298,-69.2119893
bank,Bowerbank ,ME,45.3964437,-68.5991949
ham,Brixham,ME,43.1859199,-70.7442213
ing,Bunganuc Landing,ME,43.8639696,-70.0219943
ing,Burnt Landing,ME,47.0864294,-68.3675401
ing,Butterfield Landing,ME,45.7106167,-67.8594567
ville,Cardville,ME,45.0558974,-68.5989175
ett,Carrabassett,ME,45.0778332,-70.2120112
ville,Center Montville,ME,44.4467396,-69.2461535
ville,Centerville,ME,44.7056318,-67.6788857
ing,Central Landing,ME,43.7361933,-70.1075478
ing,Chandler Cove Landing,ME,43.7159157,-70.1261588
ing,City Camp Landing,ME,45.9003335,-68.0822424
lake,Clayton Lake,ME,46.6108645,-69.5222783
ing,Cleaves Landing,ME,43.7061935,-70.1419921
land,Cleveland,ME,47.2600404,-68.2589281
ing,Cliff Island Landing,ME,43.695083,-70.1100474
ville,Codyville,ME,45.4397919,-67.6941703
brook,Cold Brook,ME,44.7800707,-68.8686494
ville,Cornville,ME,44.8367272,-69.6731067
ford,Crawford,ME,45.0528528,-67.5513844
land,Cushing Island,ME,43.6411941,-70.2078253
town,Davis Town,ME,45.0872748,-70.7856241
rners,Dog Corners,ME,44.7884062,-68.2002933
town,Dogtown,ME,44.7986752,-69.3586591
ing,Double A Landing,ME,44.9003469,-68.8025363
ing,Doughty Landing,ME,43.6986935,-70.1511588
place,Drake Place ,ME,45.3683975,-68.1314032
rners,Dunns Corners,ME,44.4145114,-69.9175512
town,Durgintown,ME,43.8275749,-70.8242293
ville,Dyerville,ME,45.6414356,-70.3064577
ing,Earley Landing,ME,45.3044948,-69.3508815
field,East Buckfield,ME,44.2942356,-70.3253354
comb,East Edgecomb,ME,43.9439693,-69.5997689
ville,East Sangerville,ME,45.1525554,-69.291435
ford,East Waterford,ME,44.2117358,-70.682008
egypt,Egypt,ME,44.5589655,-68.2808499
ing,Elliot Landing,ME,44.8936804,-68.772258
ing,Elsemore Landing,ME,45.1811807,-67.8980609
hill,Estes Hill,ME,43.3709163,-70.8008916
ing,Evergreen Landing,ME,43.6734158,-70.1872699
rners,Five Mile Corners,ME,44.5589635,-68.7025294
ing,Flat Landing,ME,44.3586885,-68.7694736
field,Fletcher Field,ME,45.0350716,-67.8902823
city,Forest City,ME,45.6597861,-67.7297303
ing,Forest City Landing,ME,45.6592307,-67.7036183
ett,Fort Levett,ME,43.6431387,-70.1953252
ham,Fort Popham,ME,43.7550846,-69.7833789
ing,Fowler Landing,ME,44.7781259,-68.9369843
ing,Gantners Landing,ME,45.7733861,-68.4469723
ford,Gilford,ME,45.3642208,-68.6683633
wood,Glenwood,ME,45.7745019,-68.1180748
ing,Goodwin Siding,ME,44.5434109,-68.0663964
ing,Gould Landing,ME,45.1650719,-67.7436116
ing,Grassy Landing,ME,46.5669859,-68.5853226
ing,Great Diamond Island Landing,ME,43.6706381,-70.19977
ing,Greeleys Landing,ME,45.2511635,-69.2383786
ing,Greenlaw Chopping Landing,ME,45.1659054,-67.7244446
ing,Greenlaw Crossing,ME,46.661708,-68.6281007
wood,Greenwood,ME,44.3184011,-70.6508978
ford,Hanford,ME,46.9133746,-68.258925
brook,Hay Brook,ME,45.7656065,-68.5736432
ing,Hayden Landing,ME,45.3075527,-70.178399
ing,High Landing,ME,45.7892192,-68.4533616
ing,High Landing,ME,46.8364295,-68.6964343
side,Hillside,ME,43.9095241,-70.0303286
ing,Hobbs Crossing,ME,43.3675846,-70.6342212
ville,Houghtonville,ME,46.8419879,-67.8747435
ing,Huson Landing,ME,46.5125422,-68.1936455
ing,Indian Landing,ME,45.2081253,-67.8677823
ing,Jenks Landing,ME,43.7173047,-70.1153254
wharf,Jones Wharf,ME,43.6559161,-70.1997698
ville,Joyville,ME,44.5556313,-68.4747436
ing,Jumbo Landing,ME,45.2145139,-67.8758382
ough,Keough,ME,45.556158,-70.5614624
ing,Knights Landing,ME,45.3608844,-68.9508722
ing,Lakeside Landing,ME,44.9303463,-68.8061474
wood,Lakewood,ME,44.6300746,-68.4344662
place,Lamb Place,ME,45.25035,-67.5227757
ing,Little Diamond Island Landing,ME,43.6628603,-70.2100478
town,Lowelltown,ME,45.5139352,-70.6447965
ing,Lower Landing,ME,43.3195302,-70.5697754
ville,Mariaville,ME,44.7206287,-68.4155785
town,Marrtown,ME,43.7945277,-69.7814345
field,Marshfield,ME,44.7331326,-67.4774923
place,Mattimo Place,ME,44.8225756,-67.6402742
ville,Maysville,ME,46.7780982,-67.9697484
ing,McCoy Crossing,ME,44.4370124,-69.6405998
ing,McKeen Crossing,ME,46.6039301,-68.7211576
brook,Meadowbrook,ME,43.8306376,-69.8483801
view,Meadowview,ME,44.470898,-70.2720044
ford,Medford,ME,45.2853308,-68.8517012
ing,Merrow Landing,ME,44.0720153,-70.6108937
brook,Mill Brook,ME,45.3719948,-69.0217078
ing,Millers Crossing,ME,43.4059186,-70.4886629
view,Mountainview,ME,44.9672766,-70.7617354
ville,Mooresville,ME,45.4142162,-69.0997662
ing,Moosehorn Crossing,ME,46.3314324,-68.7811567
ing,Mud Landing,ME,44.8570212,-67.4472143
city,New City,ME,45.9900459,-68.9108784
town,Newtown,ME,43.4331412,-70.4050499
croft,North Bancroft,ME,45.7520038,-67.9458484
field,North Fairfield,ME,44.6495085,-69.6758818
ville,North Mariaville,ME,44.7806277,-68.3730775
land,North Orland,ME,44.6386849,-68.6405845
field,Northfield,ME,44.828965,-67.5705504
hill,Oak Hill,ME,44.3961882,-68.6886381
wood,Oakwood,ME,44.6489561,-69.3539345
city,Old City,ME,46.0122683,-68.866433
ing,Old Town Landing,ME,44.9425684,-68.7919804
lake,Overlake,ME,44.7420032,-70.0895068
ing,Packard Landing,ME,45.2967174,-69.3336589
ing,Parson Landing,ME,45.2614411,-69.1878217
ville,Pennellville,ME,43.8603589,-69.9614378
town,Perkins Town,ME,43.3384177,-70.7045001
land,Pleasant Island,ME,44.9978306,-70.8367361
ing,Plummer Landing,ME,44.059515,-70.6831172
ing,Ponce Landing,ME,43.6895268,-70.1681032
ing,Pools Landing,ME,43.9411917,-69.5897689
field,Porterfield,ME,43.8761845,-70.912843
ing,Rand Landing,ME,46.5783746,-68.688935
ing,Red Beach Landing,ME,45.1322949,-67.6958327
hill,Ring Hill,ME,44.1389623,-69.8958819
ville,Robyville,ME,44.9409013,-68.969483
ing,Russell Crossing,ME,46.6558745,-68.7328241
rners,Sanderson Corners,ME,44.4289553,-70.052555
land,Sealand,ME,44.5075792,-67.545547
city,Slab City,ME,44.3686864,-69.1739291
ing,Smith Landing,ME,44.8017426,-67.6002732
croft,South Bancroft,ME,45.7208933,-67.9852932
ing,South Cushing,ME,43.9945266,-69.2806029
ebec,South Sebec,ME,45.20811,-69.0836519
ville,South Woodville,ME,45.4847787,-68.4828039
ing,Spaulding,ME,46.878097,-68.2400358
city,Sprague City,ME,43.62619,-70.8395058
ing,Spring Lake Landing,ME,45.2508874,-70.2231221
ing,Steadman Landing,ME,45.2594966,-69.2047666
ing,Steep Landing,ME,44.7881287,-68.1669587
ing,Stephensons Landing,ME,45.7008801,-68.9786561
hill,Sturtevant Hill,ME,44.339513,-69.9911631
ville,Suckerville,ME,43.9261861,-70.3936658
hill,Sugar Hill,ME,46.4358774,-67.8022446
ing,Sunset Landing,ME,43.7267487,-70.138659
wood,Tallwood,ME,44.3434018,-69.955051
ing,The Crossing,ME,46.1356,-68.9178239
ing,The Landing,ME,45.0736653,-70.5878456
ing,Town Landing,ME,43.5448064,-70.3331043
rners,Twelve Corners,ME,44.4628431,-70.1156124
brook,Twin Brook,ME,45.0256191,-69.1055967
ing,Upper Landing,ME,43.3295301,-70.5667198
ing,Waites Landing,ME,43.7061926,-70.2172705
ham,Waltham,ME,44.7092404,-68.3383535
sboro,Weeksboro,ME,46.2569935,-68.158083
field,West Brownfield,ME,43.9175722,-70.9786784
ville,West Montville,ME,44.4800714,-69.2983755
ing,Western Landing,ME,43.7139714,-70.1194921
wood,Wildwood,ME,44.905893,-69.4642144
sburg,Williamsburg,ME,45.3800501,-69.1158772
ville,Windsorville,ME,44.2995158,-69.5511545
rners,Winkumpaugh Corners,ME,44.6264629,-68.6283616
hill,Winslow Hill,ME,44.0950783,-69.4603241
ville,Winterville,ME,46.9703177,-68.5711553
land,Wonderland,ME,44.2334142,-68.3194608
ing,York Landing,ME,43.7286921,-70.2089372
hill,Granite Hill,ME,44.3111798,-69.8314356
rners,Willis Corners,ME,44.1025803,-69.1739318
epark,Pine Park,ME,43.5075844,-70.4083835
ead,Yellow Head,ME,43.8575832,-69.4933799
grove,Cedar Grove,ME,44.1161843,-69.7631004
town,Libbytown,ME,43.6559153,-70.2856042
beach,Old Orchard Beach,ME,43.5173066,-70.3775496
beach,Sand Beach,ME,44.5959079,-68.569192
place,Brickett Place,ME,44.2675652,-71.0042395
ham,East Stoneham,ME,44.2503455,-70.8125675
ead,Gilead,ME,44.3942288,-70.9728518
ville,Lynchville,ME,44.2442348,-70.7845111
ville,Mayville,ME,44.4206205,-70.7978475
ford,North Waterford,ME,44.2317351,-70.7686771
city,Slab City,ME,44.2111787,-70.8686795
grove,Grove,ME,45.0000766,-67.4324922
ead,Owls Head,ME,44.082303,-69.0572613
land,Orrs Island,ME,43.7606388,-69.9761584
ville,Somesville,ME,44.3623013,-68.3341836
land,Swans Island,ME,44.145082,-68.4516861
land,Frye Island,ME,43.8472979,-70.5189444
ead,Lake Arrowhead,ME,43.6636897,-70.7347813
field,Butterfield ,ME,44.831724,-70.3908998
lake,Loon Lake,ME,45.008388,-70.6381236
rners,Five Corners,ME,44.0753499,-70.4164457
town,Georgetown,ME,44.6353544,-67.8258338
town,Tibbettstown,ME,44.7167423,-67.7569434
land,Mouse Island,ME,43.832305,-69.6425457
grove,Kings Grove,ME,46.5314308,-67.8600243
ing,Brickyard Landing ,ME,43.1439769,-70.6764417
tates,Lake Arrowhead Estates,ME,43.6528567,-70.7189474
town,Richtown,ME,44.2473026,-68.3772403
tates,Garrison Hills Estates,ME,43.6528597,-70.3003267
hill,Gates Hill ,ME,43.8170215,-70.4319978
hill,Grubb Hill ,ME,43.7098028,-70.2983828
field,Loveitts Field,ME,43.6375829,-70.2250477
tates,McKinley Estates,ME,43.6842489,-70.1958812
beach,Pine Point Beach,ME,43.5425842,-70.3328265
epark,Birch Hill Mobile Home Park,ME,44.8470144,-68.8011476
epark,Rainbow Home Court Mobile Home Park,ME,44.8336813,-68.8178146
manor,Oak Park Manor,ME,45.6239421,-68.5564188
ville,Adamsville,MI,41.7853265,-85.9938917
town,Ahgosatown,MI,45.0811105,-85.5917502
beach,Almeda Beach,MI,43.8175213,-83.92304
view,Anderson Bayview,MI,44.2366838,-83.545254
ville,Andersonville,MI,42.730029,-83.4924428
beach,Aplin Beach,MI,43.6508558,-83.8708104
beach,Arbutus Beach,MI,44.9461242,-84.6833631
beach,Artesia Beach,MI,44.3564079,-84.4916841
land,Ashland,MI,43.3077994,-85.8111589
land,Ashland,MI,45.2030697,-83.4510889
wood,Atwood,MI,45.1791709,-85.3453512
ights,Auburn Heights,MI,42.6336442,-83.2227116
rners,Austin Corners,MI,42.7878061,-83.5080002
beach,Avalon Beach,MI,41.8572679,-83.3927098
beach,Backus Beach,MI,44.7600118,-83.5460874
adaxe,Bad Axe,MI,43.8019592,-83.0007774
ville,Bakersville,MI,42.490031,-86.0697522
rners,Ballards Corners,MI,43.1169691,-85.7100377
croft,Bancroft,MI,42.8786421,-84.0638525
field,Banfield,MI,42.4636483,-85.2886137
lake,Bar Lake,MI,44.2975023,-86.3070319
city,Barton City,MI,44.6841793,-83.6055341
hills,Barton Hills,MI,42.3219815,-83.7688304
creek,Battle Creek,MI,42.3211522,-85.1797142
city,Bay City,MI,43.5944677,-83.8888648
view,Bay View,MI,45.3855653,-84.9303286
hill,Beacon Hill,MI,47.139094,-88.8067923
lake,Beadle Lake,MI,42.2672646,-85.1494328
city,Beal City,MI,43.6691951,-84.9086323
lake,Bear Lake,MI,44.420835,-86.148143
ford,Bedford,MI,42.3953169,-85.2322197
ing,Belding,MI,43.0978095,-85.228906
oak,Bell Oak,MI,42.728645,-84.1735761
ville,Belleville,MI,42.2047619,-83.4852133
rners,Bentleys Corners,MI,42.1022672,-84.8666366
ights,Benton Heights,MI,42.1311507,-86.4072446
land,Bergland,MI,46.5924472,-89.5732099
rings,Berrien Springs,MI,41.9464342,-86.338905
beach,Bethany Beach,MI,41.8914313,-86.6180788
ing,Betty B Landing,MI,46.4005644,-85.2778783
hills,Beverly Hills,MI,46.5135459,-87.6068028
hills,Beverly Hills,MI,42.5239237,-83.2232631
ham,Bingham,MI,44.8758334,-85.6742478
farms,Bingham Farms,MI,42.515868,-83.2732643
beach,Birch Beach,MI,43.2019716,-82.5124228
creek,Birch Creek,MI,45.2027587,-87.6112207
run,Birch Run,MI,43.2508585,-83.7941309
wood,Birchwood,MI,45.5386222,-84.5375368
wood,Birchwood,MI,41.8814312,-86.6286346
beach,Birchwood Beach,MI,44.8725115,-84.3219584
ham,Birmingham,MI,42.5467012,-83.2113192
lake,Black Lake,MI,45.4314006,-84.2486286
luffs,Black Lake Bluffs,MI,45.4722337,-84.2369626
field,Blissfield,MI,41.8325487,-83.8624411
field,Bloomfield,MI,42.5378124,-83.2329863
hills,Bloomfield Hills,MI,42.583645,-83.2454883
beach,Blue Water Beach,MI,43.2072493,-82.5154786
rners,Blumfield Corners,MI,43.4241901,-83.7182981
lake,Bostwick Lake,MI,43.0850291,-85.4505814
city,Boyne City,MI,45.2166751,-85.0139419
ville,Breedsville,MI,42.3464239,-86.0730801
creek,Brent Creek,MI,43.1178053,-83.8866312
ville,Bridgeville,MI,43.1358647,-84.592771
beach,Brissette Beach,MI,43.709189,-83.9360923
field,Brookfield,MI,42.4511493,-84.7966506
lyn,Brooklyn,MI,42.105874,-84.2482819
side,Brookside,MI,44.7422233,-85.6467432
rners,Brookton Corners,MI,46.5493773,-87.4559711
ville,Brookville,MI,42.3772583,-83.578549
city,Brown City,MI,43.2122486,-82.9896604
epark,Brownlee Park,MI,42.31893,-85.1424904
ville,Brownsville,MI,41.8781029,-85.9541705
ing,Bruce Crossing,MI,46.5349435,-89.1787536
ville,Bruningville,MI,45.385291,-83.8244412
creek,Bullock Creek,MI,43.5833605,-84.2477663
town,Bumbletown,MI,47.2888122,-88.4195582
hill,Bunker Hill,MI,42.4755917,-84.3174666
ville,Burdickville,MI,44.8488861,-85.9481457
side,Burnside,MI,43.210582,-83.0771632
rners,Campbell Corners,MI,42.8058671,-85.2322305
rners,Campbells Corners,MI,44.3130743,-84.1455553
rners,Canada Corners,MI,43.2352994,-85.8492137
beach,Canfield Beach,MI,45.4605673,-84.2216837
sburg,Cannonsburg,MI,43.0539179,-85.4697477
land,Carland,MI,43.0580822,-84.3046988
lake,Carp Lake,MI,45.6972339,-84.7500493
ing,Carpenter Landing,MI,46.2897089,-85.7579017
city,Carson City,MI,43.1769772,-84.8463945
ville,Carsonville,MI,43.4269667,-82.6713183
ville,Caseville,MI,43.9411253,-83.2713468
city,Cass City,MI,43.6008515,-83.1746693
epark,Castle Park,MI,42.7480782,-86.2069864
bluff,Cedar Bluff,MI,42.4855838,-86.2461433
creek,Cedar Creek,MI,42.5203137,-85.327506
lake,Cedar Lake,MI,43.4061425,-84.9750182
rings,Cedar Springs,MI,43.2233604,-85.5514237
city,Cement City,MI,42.0700423,-84.3305042
ights,Centennial Heights,MI,47.2604805,-88.4445605
lake,Central Lake,MI,45.0700047,-85.2645105
ville,Chalkerville,MI,42.4322572,-84.0185602
ing,Channing,MI,46.1416142,-88.0940232
hill,Cherry Hill,MI,42.3061486,-83.5360481
land,Cherry Island,MI,42.0805985,-83.1946487
ing,Chesaning,MI,43.1847483,-84.1149747
field,Chesterfield,MI,42.6628105,-82.8424208
beach,Chippewa Beach,MI,45.4402893,-84.6392051
lake,Chippewa Lake,MI,43.743913,-85.2972626
ville,Clarenceville,MI,42.4483688,-83.3371541
rners,Clark Corners,MI,43.0227976,-86.1450496
lake,Clarklake,MI,42.1214293,-84.344951
sburg,Clarksburg,MI,46.4918806,-87.8520794
ville,Clarksville,MI,42.8422556,-85.2425097
ford,Clifford,MI,43.3147467,-83.1791117
ville,Clintonville,MI,42.690309,-83.3560499
ville,Cloverville,MI,43.1905724,-86.165333
grove,Coats Grove,MI,42.6830906,-85.1922259
beach,Coddes Beach,MI,45.4427895,-84.219183
rings,Cold Springs,MI,45.4602891,-84.590037
ville,Columbiaville,MI,43.1566927,-83.4105053
rners,Cooks Corners,MI,43.0883647,-85.2625181
ville,Coopersville,MI,43.0639112,-85.9347667
city,Copper City,MI,47.2835345,-88.3870573
crisp,Crisp,MI,42.8853005,-86.0803214
ights,Croton Heights,MI,43.4564127,-85.6347678
beach,Crystal Beach,MI,41.8369937,-84.9710751
beach,Crystal Beach,MI,42.356699,-86.2980839
ing,Crystal Spring,MI,44.824445,-85.64869
ville,Curtisville,MI,44.5597365,-83.8672119
ville,Cutlerville,MI,42.8408622,-85.663638
ett,Daggett,MI,45.4635827,-87.6065069
ing,Danish Landing,MI,44.6575143,-84.7800319
ville,Dansville,MI,42.555869,-84.3033013
sburg,Davisburg,MI,42.7522507,-83.5413334
ights,Dearborn Heights,MI,42.3369816,-83.2732627
ville,Deckerville,MI,43.5266861,-82.7352105
field,Deerfield,MI,41.888936,-83.7788283
ford,Deford,MI,43.5133532,-83.192446
beach,Detroit Beach,MI,41.9311563,-83.3268753
eaux,Devereaux,MI,42.3200395,-84.7085864
lake,Devils Lake,MI,42.0078222,-84.2924456
rings,Diamond Springs,MI,42.6805843,-85.8969758
rners,Dice Corners,MI,43.6125279,-84.369441
ville,Dodgeville,MI,47.0940942,-88.581235
ville,Dollarville,MI,46.3513859,-85.5420604
beach,Donahue Beach,MI,43.6566892,-83.8796998
rners,Doughertys Corners,MI,42.2955937,-85.7163991
ing,Dowling,MI,42.5225362,-85.2530589
lake,Duck Lake,MI,42.400039,-84.7822037
field,Duffield,MI,42.9280854,-83.9099601
ead,East Gilead,MI,41.7819944,-85.0830233
land,East Highland,MI,42.6550305,-83.5716091
ford,East Kingsford,MI,45.7949562,-88.0645705
ing,East Lansing,MI,42.7369792,-84.4838654
wood,East Rockwood,MI,42.0483771,-83.2107607
ville,Eastmanville,MI,43.016967,-85.9564327
wood,Eastwood,MI,42.3030961,-85.5502836
ford,Eckford,MI,42.2019873,-84.8663643
ville,Edenville,MI,43.7994702,-84.3816688
ights,Edgewater Heights,MI,42.2039286,-83.5118806
sburg,Edwardsburg,MI,41.7956038,-86.0808384
lake,Elbow Lake,MI,44.2152973,-84.0355504
ville,Englishville,MI,43.1166917,-85.6903146
ville,Essexville,MI,43.6153004,-83.8419193
beach,Estral Beach,MI,41.9842117,-83.2357621
beach,Evergreen Beach,MI,45.493624,-83.9786158
beach,Eyedylwild Beach,MI,44.9619576,-84.7041976
field,Fairfield,MI,41.8128271,-84.0410556
grove,Fairgrove,MI,43.5236323,-83.5432925
sburg,Fallassburg,MI,42.9822533,-85.3227948
creek,Farmers Creek,MI,42.9628058,-83.3399442
ville,Farrandville,MI,43.1941922,-83.7266274
ville,Fennville,MI,42.5939168,-86.1017009
sburg,Ferrysburg,MI,43.084462,-86.2203313
lake,Fife Lake,MI,44.5769496,-85.3506136
ville,Fisherville,MI,43.6041922,-84.1088729
ing,Fleming,MI,42.6436447,-84.0132884
ing,Flushing,MI,43.0630834,-83.8510732
tates,Forest Green Estates,MI,42.8150321,-84.2702479
grove,Forest Grove,MI,42.7966937,-85.8617002
hill,Forest Hill,MI,43.4366975,-84.6855635
hills,Forest Hills,MI,42.7114237,-84.4033067
ville,Forestville,MI,43.6619638,-82.6093708
lake,Fortune Lake,MI,46.0946745,-88.416246
city,Foster City,MI,45.9632878,-87.7440205
ville,Fowlerville,MI,42.6605894,-84.0730142
lake,Frain Lake,MI,42.3292038,-83.6168829
grove,Francis Grove,MI,43.7208605,-84.3900006
land,Freeland,MI,43.5250265,-84.1227598
town,Frenchtown,MI,46.4732698,-87.6790246
ville,Friendsville,MI,42.3078124,-86.2236365
rners,Frost Corners,MI,42.842812,-84.8666606
town,Gagetown,MI,43.6572396,-83.2449503
sburg,Galesburg,MI,42.2886529,-85.418056
city,Garden City,MI,42.3255929,-83.3310422
ville,Gardenville,MI,46.4625213,-84.3014254
rners,Gardners Corners,MI,42.1292125,-85.3530459
beach,Giauque Beach,MI,45.4836222,-84.5942047
city,Gibbs City,MI,46.225784,-88.7006895
rners,Gibos Corners ,MI,43.8572441,-85.1472581
ead,Gilead,MI,41.8008832,-85.1555267
ford,Gilford,MI,43.4941889,-83.6219063
ville,Gingellville,MI,42.7216979,-83.3077167
wood,Glenwood,MI,42.0550437,-86.0330679
beach,Glenwood Beach,MI,44.0569613,-83.6055336
ville,Goetzville,MI,46.0580748,-84.0922377
rest,Golfcrest,MI,41.942823,-83.3702096
beach,Gordon Beach,MI,41.8280972,-86.7030811
city,Gould City,MI,46.0952654,-85.6967749
beach,Grand Beach,MI,41.7733739,-86.7975279
blanc,Grand Blanc,MI,42.9275277,-83.6299518
alley,Grand Valley,MI,42.9744684,-85.8697613
view,Grand View,MI,41.8419902,-83.40271
